name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
ID_54517_GEN2,biomass,bus_230541,7.5,13.5,2.57,5.41,22.0,90.0,6.99,7.0,7.0
ID_54562_4,biomass,bus_100351,10.0,13.5,3.43,5.41,30.0,120.0,9.33,7.0,7.0
ID_54665_T201,geothermal,bus_300011,9.1,9.54,1.0,0.0,27.0,0.0,1.6,6.0,6.0
ID_54665_T202,geothermal,bus_300011,9.1,9.54,1.0,0.0,27.0,0.0,1.6,6.0,6.0
ID_54666_T301,geothermal,bus_300011,9.1,9.54,1.0,0.0,27.0,0.0,1.6,6.0,6.0
ID_54666_T302,geothermal,bus_300011,9.1,9.54,1.0,0.0,27.0,0.0,1.6,6.0,6.0
ID_54689_1,geothermal,bus_400011,52.0,9.54,5.7,0.0,156.0,0.0,9.15,6.0,6.0
ID_54689_2,geothermal,bus_400011,7.0,9.54,0.77,0.0,21.0,0.0,1.23,6.0,6.0
ID_54689_3,geothermal,bus_400011,3.5,9.54,0.38,0.0,10.0,0.0,0.62,6.0,6.0
ID_54690_500,coal,bus_740011,0.5,9.75,0.23,6.95,2.0,64.0,0.02,12.0,12.0
ID_54724_OEC21,geothermal,bus_400041,12.0,9.54,1.32,0.0,36.0,0.0,2.11,6.0,6.0
ID_54724_OEC22,geothermal,bus_400041,12.0,9.54,1.32,0.0,36.0,0.0,2.11,6.0,6.0
ID_54734_10,oil,bus_408811,3.0,9.96,1.05,3.42,9.0,90.0,1.86,1.0,1.0
ID_54734_2,oil,bus_408811,3.0,9.96,1.05,3.42,9.0,90.0,1.86,1.0,1.0
ID_54734_5,oil,bus_408811,3.0,9.96,1.05,3.42,9.0,90.0,1.86,1.0,1.0
ID_54734_6,oil,bus_408811,3.0,9.96,1.05,3.42,9.0,90.0,1.86,1.0,1.0
ID_54734_9,oil,bus_408811,3.0,9.96,1.05,3.42,9.0,90.0,1.86,1.0,1.0
ID_54814_GENA,ngcc,bus_532171,30.4,8.037,13.43,3.42,91.0,1459.0,14.79,1.0,3.0
ID_54814_GENB,ngcc,bus_532171,30.4,8.037,13.43,3.42,91.0,1459.0,14.79,1.0,3.0
ID_54814_GO1A,ngcc,bus_532171,30.4,8.037,13.43,3.42,91.0,1459.0,14.79,1.0,3.0
ID_54814_GO1B,ngcc,bus_532171,30.4,8.037,13.43,3.42,91.0,1459.0,14.79,1.0,3.0
ID_54996_4100,geothermal,bus_286671,47.5,9.54,5.21,0.0,142.0,0.0,8.36,6.0,6.0
ID_55049_GEN1,biomass,bus_200261,4.0,13.5,1.37,5.41,12.0,48.0,3.73,7.0,7.0
ID_55161_UNT2,biomass,bus_252891,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_55312_1,oil,bus_408811,0.8,9.96,0.28,3.42,2.0,24.0,0.5,1.0,1.0
ID_55312_2,oil,bus_408811,0.8,9.96,0.28,3.42,2.0,24.0,0.5,1.0,1.0
ID_55312_3,oil,bus_408811,0.8,9.96,0.28,3.42,2.0,24.0,0.5,1.0,1.0
ID_55820_GEN1,biomass,bus_284011,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_55983_TG51,geothermal,bus_286671,58.3,9.54,6.4,0.0,175.0,0.0,10.26,6.0,6.0
ID_55984_TG21,geothermal,bus_400041,11.5,9.54,1.26,0.0,34.0,0.0,2.02,6.0,6.0
ID_55988_1,geothermal,bus_300011,0.6,9.54,0.07,0.0,2.0,0.0,0.11,6.0,6.0
ID_55988_2,geothermal,bus_300011,0.8,9.54,0.09,0.0,2.0,0.0,0.14,6.0,6.0
ID_55988_3,geothermal,bus_300011,0.8,9.54,0.09,0.0,2.0,0.0,0.14,6.0,6.0
ID_55988_4,geothermal,bus_300011,0.8,9.54,0.09,0.0,2.0,0.0,0.14,6.0,6.0
ID_55988_5,geothermal,bus_300011,0.8,9.54,0.09,0.0,2.0,0.0,0.14,6.0,6.0
ID_55988_6,geothermal,bus_300011,0.8,9.54,0.09,0.0,2.0,0.0,0.14,6.0,6.0
ID_55988_7,geothermal,bus_300011,0.8,9.54,0.09,0.0,2.0,0.0,0.14,6.0,6.0
ID_55991_OEC,geothermal,bus_300011,6.5,9.54,0.71,0.0,20.0,0.0,1.14,6.0,6.0
ID_55991_TG1,geothermal,bus_300011,9.2,9.54,1.01,0.0,28.0,0.0,1.62,6.0,6.0
ID_55991_TG2,geothermal,bus_300011,9.2,9.54,1.01,0.0,28.0,0.0,1.62,6.0,6.0
ID_55991_TG3,geothermal,bus_300011,8.0,9.54,0.88,0.0,24.0,0.0,1.41,6.0,6.0
ID_56080_E2,biomass,bus_211211,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_56080_E5,biomass,bus_211211,1.8,13.5,0.62,5.41,5.0,22.0,1.68,7.0,7.0
ID_56163_1,coal,bus_500991,50.0,9.75,22.58,6.95,150.0,6450.0,2.14,12.0,12.0
ID_56163_2,coal,bus_500991,25.0,9.75,11.29,6.95,75.0,3225.0,1.07,12.0,12.0
ID_56163_3,coal,bus_500991,25.0,9.75,11.29,6.95,75.0,3225.0,1.07,12.0,12.0
ID_56317_1,geothermal,bus_500071,18.0,9.54,1.97,0.0,54.0,0.0,3.17,6.0,6.0
ID_56321_1,geothermal,bus_300011,15.0,9.54,1.65,0.0,45.0,0.0,2.64,6.0,6.0
ID_56321_OEC2,geothermal,bus_300011,15.0,9.54,1.65,0.0,45.0,0.0,2.64,6.0,6.0
ID_56540_GEN1,geothermal,bus_300011,13.5,9.54,1.48,0.0,40.0,0.0,2.38,6.0,6.0
ID_56541_GEN1,geothermal,bus_300011,15.0,9.54,1.65,0.0,45.0,0.0,2.64,6.0,6.0
ID_56541_GEN2,geothermal,bus_300011,15.0,9.54,1.65,0.0,45.0,0.0,2.64,6.0,6.0
ID_56832_GE1,geothermal,bus_400041,16.0,9.54,1.76,0.0,48.0,0.0,2.82,6.0,6.0
ID_56832_GE2,geothermal,bus_400041,16.0,9.54,1.76,0.0,48.0,0.0,2.82,6.0,6.0
ID_56832_GE3,geothermal,bus_400041,16.0,9.54,1.76,0.0,48.0,0.0,2.82,6.0,6.0
ID_56832_GE4,geothermal,bus_400041,16.0,9.54,1.76,0.0,48.0,0.0,2.82,6.0,6.0
ID_56982_BM1,geothermal,bus_741041,21.3,9.54,2.34,0.0,64.0,0.0,3.75,6.0,6.0
ID_56982_BM2,geothermal,bus_741041,21.3,9.54,2.34,0.0,64.0,0.0,3.75,6.0,6.0
ID_56982_BM3,geothermal,bus_741041,21.3,9.54,2.34,0.0,64.0,0.0,3.75,6.0,6.0
ID_57163_GEN2,biomass,bus_251601,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_57213_101,geothermal,bus_300011,11.8,9.54,1.29,0.0,35.0,0.0,2.08,6.0,6.0
ID_57213_201,geothermal,bus_300011,11.8,9.54,1.29,0.0,35.0,0.0,2.08,6.0,6.0
ID_57353_2,geothermal,bus_500241,14.0,9.54,1.54,0.0,42.0,0.0,2.46,6.0,6.0
ID_57376_OEC1,geothermal,bus_741041,16.0,9.54,1.76,0.0,48.0,0.0,2.82,6.0,6.0
ID_57376_OEC2,geothermal,bus_741041,7.5,9.54,0.82,0.0,22.0,0.0,1.32,6.0,6.0
ID_57446_1,geothermal,bus_741041,20.0,9.54,2.19,0.0,60.0,0.0,3.52,6.0,6.0
ID_57446_2,geothermal,bus_741041,20.0,9.54,2.19,0.0,60.0,0.0,3.52,6.0,6.0
ID_57446_3,geothermal,bus_741041,12.0,9.54,1.32,0.0,36.0,0.0,2.11,6.0,6.0
ID_57446_OEC21,geothermal,bus_741041,18.0,9.54,1.97,0.0,54.0,0.0,3.17,6.0,6.0
ID_57446_OEC22,geothermal,bus_741041,18.0,9.54,1.97,0.0,54.0,0.0,3.17,6.0,6.0
ID_57446_OEC23,geothermal,bus_741041,12.0,9.54,1.32,0.0,36.0,0.0,2.11,6.0,6.0
ID_57451_G9200,geothermal,bus_741041,12.0,9.54,1.32,0.0,36.0,0.0,2.11,6.0,6.0
ID_57451_G9250,geothermal,bus_741041,12.0,9.54,1.32,0.0,36.0,0.0,2.11,6.0,6.0
ID_57456_SEU1,geothermal,bus_300011,11.8,9.54,1.29,0.0,35.0,0.0,2.08,6.0,6.0
ID_57475_HRP1,geothermal,bus_286671,55.0,9.54,6.03,0.0,165.0,0.0,9.68,6.0,6.0
ID_57713_151,ngcc,bus_285491,3.2,8.037,1.41,3.42,10.0,154.0,1.56,1.0,3.0
ID_57713_152,ngcc,bus_285491,3.2,8.037,1.41,3.42,10.0,154.0,1.56,1.0,3.0
ID_57713_153,ngcc,bus_285491,3.2,8.037,1.41,3.42,10.0,154.0,1.56,1.0,3.0
ID_57759_STG1,biomass,bus_100931,61.5,13.5,21.08,5.41,184.0,738.0,57.35,7.0,7.0
ID_58022_NHS1,geothermal,bus_740011,11.0,9.54,1.21,0.0,33.0,0.0,1.94,6.0,6.0
ID_58022_NHS2,geothermal,bus_740011,11.0,9.54,1.21,0.0,33.0,0.0,1.94,6.0,6.0
ID_58022_NHS3,geothermal,bus_740011,11.0,9.54,1.21,0.0,33.0,0.0,1.94,6.0,6.0
ID_58319_1,geothermal,bus_300011,16.0,9.54,1.76,0.0,48.0,0.0,2.82,6.0,6.0
ID_58319_3,geothermal,bus_300011,16.0,9.54,1.76,0.0,48.0,0.0,2.82,6.0,6.0
ID_58319_5,geothermal,bus_300011,16.0,9.54,1.76,0.0,48.0,0.0,2.82,6.0,6.0
ID_58533_1,geothermal,bus_300011,22.5,9.54,2.47,0.0,68.0,0.0,3.96,6.0,6.0
ID_58570_1G1A,geothermal,bus_500241,12.5,9.54,1.37,0.0,38.0,0.0,2.2,6.0,6.0
ID_58570_2GIA,geothermal,bus_500241,12.5,9.54,1.37,0.0,38.0,0.0,2.2,6.0,6.0
ID_58629_PB01,geothermal,bus_408811,1.0,9.54,0.11,0.0,3.0,0.0,0.18,6.0,6.0
ID_58629_PB02,geothermal,bus_408811,1.0,9.54,0.11,0.0,3.0,0.0,0.18,6.0,6.0
ID_58629_PB03,geothermal,bus_408811,1.0,9.54,0.11,0.0,3.0,0.0,0.18,6.0,6.0
ID_58629_PB04,geothermal,bus_408811,1.0,9.54,0.11,0.0,3.0,0.0,0.18,6.0,6.0
ID_59382_SVEP1,geothermal,bus_133661,3.7,9.54,0.41,0.0,11.0,0.0,0.65,6.0,6.0
ID_59395_C2550,biomass,bus_232301,0.5,13.5,0.17,5.41,2.0,6.0,0.47,7.0,7.0
ID_60419_DAC2G,geothermal,bus_300011,25.0,9.54,2.74,0.0,75.0,0.0,4.4,6.0,6.0
ID_56358_1,biomass,bus_408811,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_56616_G3,biomass,bus_405951,27.2,13.5,9.32,5.41,82.0,326.0,25.37,7.0,7.0
ID_57829_GLEN1,biomass,bus_401691,1.4,13.5,0.48,5.41,4.0,17.0,1.31,7.0,7.0
ID_57829_GLEN2,biomass,bus_401691,1.4,13.5,0.48,5.41,4.0,17.0,1.31,7.0,7.0
ID_57403_GEN1,biomass,bus_401601,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_57403_GEN2,biomass,bus_401601,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_160_ST2,coal,bus_403911,204.0,9.75,92.13,6.95,612.0,26316.0,8.73,12.0,12.0
ID_160_ST3,coal,bus_403911,204.0,9.75,92.13,6.95,612.0,26316.0,8.73,12.0,12.0
ID_6177_CO1,coal,bus_408811,410.9,9.75,185.56,6.95,1233.0,53006.0,17.59,12.0,12.0
ID_113_3,coal,bus_405951,312.3,9.75,141.03,6.95,937.0,40287.0,13.37,12.0,12.0
ID_6177_CO2,coal,bus_408811,410.9,9.75,185.56,6.95,1233.0,53006.0,17.59,12.0,12.0
ID_113_4,coal,bus_405951,414.0,9.75,186.96,6.95,1242.0,53406.0,17.72,12.0,12.0
ID_8223_1,coal,bus_408811,424.8,9.75,191.84,6.95,1274.0,54799.0,18.18,12.0,12.0
ID_8223_2,coal,bus_408811,424.8,9.75,191.84,6.95,1274.0,54799.0,18.18,12.0,12.0
ID_8223_3,coal,bus_408811,458.1,9.75,206.88,6.95,1374.0,59095.0,19.61,12.0,12.0
ID_8223_4,coal,bus_408811,458.1,9.75,206.88,6.95,1374.0,59095.0,19.61,12.0,12.0
ID_113_1,coal,bus_405951,113.6,9.75,51.3,6.95,341.0,14654.0,4.86,12.0,12.0
ID_126_4,coal,bus_403691,173.3,9.75,78.26,6.95,520.0,22356.0,7.42,12.0,12.0
ID_8068_ST1,ngcc,bus_403671,103.5,8.037,45.72,3.42,310.0,4968.0,50.36,1.0,3.0
ID_8068_ST2,ngcc,bus_403671,103.5,8.037,45.72,3.42,310.0,4968.0,50.36,1.0,3.0
ID_8068_ST3,ngcc,bus_403671,103.5,8.037,45.72,3.42,310.0,4968.0,50.36,1.0,3.0
ID_8068_ST4,ngcc,bus_403671,103.5,8.037,45.72,3.42,310.0,4968.0,50.36,1.0,3.0
ID_117_1B,ngcc,bus_401691,132.0,8.037,58.3,3.42,396.0,6336.0,64.23,1.0,3.0
ID_117_2B,ngcc,bus_401691,132.0,8.037,58.3,3.42,396.0,6336.0,64.23,1.0,3.0
ID_117_3B,ngcc,bus_401691,132.0,8.037,58.3,3.42,396.0,6336.0,64.23,1.0,3.0
ID_54694_GEN1,ngcc,bus_400041,44.1,8.037,19.48,3.42,132.0,2117.0,21.46,1.0,3.0
ID_54694_GEN2,ngcc,bus_400041,18.5,8.037,8.17,3.42,56.0,888.0,9.0,1.0,3.0
ID_117_C41,ngcc,bus_401691,91.0,8.037,40.19,3.42,273.0,4368.0,44.28,1.0,3.0
ID_117_C42,ngcc,bus_401691,44.6,8.037,19.7,3.42,134.0,2141.0,21.7,1.0,3.0
ID_55129_CTG1,ngcc,bus_403691,187.0,8.037,82.6,3.42,561.0,8976.0,90.99,1.0,3.0
ID_55129_CTG2,ngcc,bus_403691,187.0,8.037,82.6,3.42,561.0,8976.0,90.99,1.0,3.0
ID_55129_STG,ngcc,bus_403691,272.1,8.037,120.19,3.42,816.0,13061.0,132.4,1.0,3.0
ID_55177_A,ngcc,bus_400061,236.0,8.037,104.24,3.42,708.0,11328.0,114.84,1.0,3.0
ID_55177_B,ngcc,bus_400061,236.0,8.037,104.24,3.42,708.0,11328.0,114.84,1.0,3.0
ID_55177_ST1,ngcc,bus_400061,236.0,8.037,104.24,3.42,708.0,11328.0,114.84,1.0,3.0
ID_147_KY7,ngcc,bus_403671,170.0,8.037,75.09,3.42,510.0,8160.0,82.72,1.0,3.0
ID_147_KY7A,ngcc,bus_403671,122.0,8.037,53.89,3.42,366.0,5856.0,59.37,1.0,3.0
ID_55124_CTG1,ngcc,bus_400081,176.0,8.037,77.74,3.42,528.0,8448.0,85.64,1.0,3.0
ID_55124_CTG2,ngcc,bus_400081,176.6,8.037,78.0,3.42,530.0,8477.0,85.93,1.0,3.0
ID_55124_STG,ngcc,bus_400081,301.8,8.037,133.31,3.42,905.0,14486.0,146.86,1.0,3.0
ID_55282_CTG1,ngcc,bus_409941,198.0,8.037,87.46,3.42,594.0,9504.0,96.35,1.0,3.0
ID_55282_CTG2,ngcc,bus_409941,198.0,8.037,87.46,3.42,594.0,9504.0,96.35,1.0,3.0
ID_55282_STG1,ngcc,bus_409941,317.0,8.037,140.02,3.42,951.0,15216.0,154.25,1.0,3.0
ID_55455_CT1A,ngcc,bus_409941,187.5,8.037,82.82,3.42,562.0,9000.0,91.24,1.0,3.0
ID_55455_CT1B,ngcc,bus_409941,181.6,8.037,80.21,3.42,545.0,8717.0,88.37,1.0,3.0
ID_55455_CT2A,ngcc,bus_409941,181.6,8.037,80.21,3.42,545.0,8717.0,88.37,1.0,3.0
ID_55455_CT2B,ngcc,bus_409941,181.6,8.037,80.21,3.42,545.0,8717.0,88.37,1.0,3.0
ID_55455_ST1,ngcc,bus_409941,204.0,8.037,90.11,3.42,612.0,9792.0,99.27,1.0,3.0
ID_55455_ST2,ngcc,bus_409941,204.0,8.037,90.11,3.42,612.0,9792.0,99.27,1.0,3.0
ID_56229_CT1,ngcc,bus_403691,9.0,8.037,3.98,3.42,27.0,432.0,4.38,1.0,3.0
ID_59233_CT2,ngcc,bus_403691,6.0,8.037,2.65,3.42,18.0,288.0,2.92,1.0,3.0
ID_117_C51,ngcc,bus_401691,184.5,8.037,81.49,3.42,554.0,8856.0,89.78,1.0,3.0
ID_117_C52,ngcc,bus_401691,184.5,8.037,81.49,3.42,554.0,8856.0,89.78,1.0,3.0
ID_117_C53,ngcc,bus_401691,200.6,8.037,88.61,3.42,602.0,9629.0,97.61,1.0,3.0
ID_55306_CTG7,ngcc,bus_409611,174.0,8.037,76.86,3.42,522.0,8352.0,84.67,1.0,3.0
ID_55306_CTG8,ngcc,bus_409611,174.0,8.037,76.86,3.42,522.0,8352.0,84.67,1.0,3.0
ID_55306_ST12,ngcc,bus_409611,271.0,8.037,119.7,3.42,813.0,13008.0,131.87,1.0,3.0
ID_55481_GT3,ngcc,bus_409941,185.3,8.037,81.85,3.42,556.0,8894.0,90.17,1.0,3.0
ID_55481_GT4,ngcc,bus_409941,185.3,8.037,81.85,3.42,556.0,8894.0,90.17,1.0,3.0
ID_55481_ST2,ngcc,bus_409941,321.0,8.037,141.79,3.42,963.0,15408.0,156.2,1.0,3.0
ID_58557_GT1,ngcc,bus_409941,185.3,8.037,81.85,3.42,556.0,8894.0,90.17,1.0,3.0
ID_58557_GT2,ngcc,bus_409941,185.3,8.037,81.85,3.42,556.0,8894.0,90.17,1.0,3.0
ID_58557_ST1,ngcc,bus_409941,321.0,8.037,141.79,3.42,963.0,15408.0,156.2,1.0,3.0
ID_59338_CTG1,ngcc,bus_409611,174.0,8.037,76.86,3.42,522.0,8352.0,84.67,1.0,3.0
ID_59338_CTG2,ngcc,bus_409611,174.0,8.037,76.86,3.42,522.0,8352.0,84.67,1.0,3.0
ID_59338_CTG3,ngcc,bus_409611,174.0,8.037,76.86,3.42,522.0,8352.0,84.67,1.0,3.0
ID_59338_CTG4,ngcc,bus_409611,174.0,8.037,76.86,3.42,522.0,8352.0,84.67,1.0,3.0
ID_59338_ST10,ngcc,bus_409611,271.0,8.037,119.7,3.42,813.0,13008.0,131.87,1.0,3.0
ID_59338_ST9,ngcc,bus_409611,271.0,8.037,119.7,3.42,813.0,13008.0,131.87,1.0,3.0
ID_59784_CTG5,ngcc,bus_409611,174.0,8.037,76.86,3.42,522.0,8352.0,84.67,1.0,3.0
ID_59784_CTG6,ngcc,bus_409611,174.0,8.037,76.86,3.42,522.0,8352.0,84.67,1.0,3.0
ID_59784_ST11,ngcc,bus_409611,271.0,8.037,119.7,3.42,813.0,13008.0,131.87,1.0,3.0
ID_55372_CTG1,ngcc,bus_409941,281.7,8.037,124.43,3.42,845.0,13522.0,137.08,1.0,3.0
ID_55372_CTG2,ngcc,bus_409941,281.7,8.037,124.43,3.42,845.0,13522.0,137.08,1.0,3.0
ID_55372_CTG3,ngcc,bus_409941,281.7,8.037,124.43,3.42,845.0,13522.0,137.08,1.0,3.0
ID_55372_STG1,ngcc,bus_409941,160.0,8.037,70.67,3.42,480.0,7680.0,77.86,1.0,3.0
ID_55372_STG2,ngcc,bus_409941,160.0,8.037,70.67,3.42,480.0,7680.0,77.86,1.0,3.0
ID_55372_STG3,ngcc,bus_409941,160.0,8.037,70.67,3.42,480.0,7680.0,77.86,1.0,3.0
ID_8068_ST5A,ngcc,bus_403671,153.8,8.037,67.93,3.42,461.0,7382.0,74.84,1.0,3.0
ID_8068_ST5B,ngcc,bus_403671,153.8,8.037,67.93,3.42,461.0,7382.0,74.84,1.0,3.0
ID_8068_ST5S,ngcc,bus_403671,314.5,8.037,138.91,3.42,944.0,15096.0,153.04,1.0,3.0
ID_8068_ST6A,ngcc,bus_403671,153.8,8.037,67.93,3.42,461.0,7382.0,74.84,1.0,3.0
ID_8068_ST6S,ngcc,bus_403671,136.1,8.037,60.12,3.42,408.0,6533.0,66.23,1.0,3.0
ID_58199_G1,ngcc,bus_402811,9.2,8.037,4.06,3.42,28.0,442.0,4.48,1.0,3.0
ID_160_GT1,ngcc,bus_403911,11.5,8.037,5.08,3.42,34.0,552.0,5.6,1.0,3.0
ID_120_GT1,ngcc,bus_400041,23.6,8.037,10.42,3.42,71.0,1133.0,11.48,1.0,3.0
ID_120_GT2,ngcc,bus_400041,23.6,8.037,10.42,3.42,71.0,1133.0,11.48,1.0,3.0
ID_147_KY4,ngcc,bus_403671,53.1,8.037,23.45,3.42,159.0,2549.0,25.84,1.0,3.0
ID_116_GT1,ngcc,bus_402811,53.1,8.037,23.45,3.42,159.0,2549.0,25.84,1.0,3.0
ID_117_GT1,ngcc,bus_401691,53.1,8.037,23.45,3.42,159.0,2549.0,25.84,1.0,3.0
ID_118_GT1,ngcc,bus_403691,53.1,8.037,23.45,3.42,159.0,2549.0,25.84,1.0,3.0
ID_126_GT1,ngcc,bus_403691,27.0,8.037,11.93,3.42,81.0,1296.0,13.14,1.0,3.0
ID_126_GT2,ngcc,bus_403691,27.0,8.037,11.93,3.42,81.0,1296.0,13.14,1.0,3.0
ID_160_GT2,ngcc,bus_403911,20.4,8.037,9.01,3.42,61.0,979.0,9.93,1.0,3.0
ID_6088_1,ngcc,bus_403691,27.0,8.037,11.93,3.42,81.0,1296.0,13.14,1.0,3.0
ID_6088_2,ngcc,bus_403691,27.0,8.037,11.93,3.42,81.0,1296.0,13.14,1.0,3.0
ID_6088_3,ngcc,bus_403691,27.0,8.037,11.93,3.42,81.0,1296.0,13.14,1.0,3.0
ID_116_GT2,ngcc,bus_402811,53.1,8.037,23.45,3.42,159.0,2549.0,25.84,1.0,3.0
ID_117_GT2,ngcc,bus_401691,53.1,8.037,23.45,3.42,159.0,2549.0,25.84,1.0,3.0
ID_118_GT2,ngcc,bus_403691,53.1,8.037,23.45,3.42,159.0,2549.0,25.84,1.0,3.0
ID_120_GT3,ngcc,bus_400041,72.4,8.037,31.98,3.42,217.0,3475.0,35.23,1.0,3.0
ID_147_KY5,ngcc,bus_403671,60.3,8.037,26.63,3.42,181.0,2894.0,29.34,1.0,3.0
ID_147_KY6,ngcc,bus_403671,60.3,8.037,26.63,3.42,181.0,2894.0,29.34,1.0,3.0
ID_141_AF5,ngcc,bus_401691,71.2,8.037,31.45,3.42,214.0,3418.0,34.65,1.0,3.0
ID_141_AF6,ngcc,bus_401691,71.2,8.037,31.45,3.42,214.0,3418.0,34.65,1.0,3.0
ID_141_AF4,ngcc,bus_401691,80.5,8.037,35.56,3.42,242.0,3864.0,39.17,1.0,3.0
ID_160_GT3,ngcc,bus_403911,78.7,8.037,34.76,3.42,236.0,3778.0,38.3,1.0,3.0
ID_6515_GT1,ngcc,bus_403691,18.0,8.037,7.95,3.42,54.0,864.0,8.76,1.0,3.0
ID_6515_GT2,ngcc,bus_403691,18.0,8.037,7.95,3.42,54.0,864.0,8.76,1.0,3.0
ID_6515_GT3,ngcc,bus_403691,18.0,8.037,7.95,3.42,54.0,864.0,8.76,1.0,3.0
ID_54594_G4,ngcc,bus_403911,1.6,8.037,0.71,3.42,5.0,77.0,0.78,1.0,3.0
ID_124_GT2,ngcc,bus_403691,85.0,8.037,37.54,3.42,255.0,4080.0,41.36,1.0,3.0
ID_6088_4,ngcc,bus_403691,26.8,8.037,11.84,3.42,80.0,1286.0,13.04,1.0,3.0
ID_118_GE1,ngcc,bus_403691,78.3,8.037,34.59,3.42,235.0,3758.0,38.1,1.0,3.0
ID_160_GT4,ngcc,bus_403911,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55522_CT1,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55522_CT10,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55522_CT2,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55522_CT3,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55522_CT4,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55522_CT5,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55522_CT6,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55522_CT7,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55522_CT8,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_55522_CT9,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_6515_GT4,ngcc,bus_403691,54.0,8.037,23.85,3.42,162.0,2592.0,26.28,1.0,3.0
ID_120_GT5,ngcc,bus_400041,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_120_GT6,ngcc,bus_400041,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56482_1,ngcc,bus_400081,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56482_2,ngcc,bus_400081,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_1,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_10,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_11,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_12,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_2,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_3,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_4,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_5,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_6,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_7,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_8,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_56948_9,ngcc,bus_403691,60.5,8.037,26.72,3.42,182.0,2904.0,29.44,1.0,3.0
ID_147_KY1,ngcc,bus_403671,34.5,8.037,15.24,3.42,104.0,1656.0,16.79,1.0,3.0
ID_147_KY2,ngcc,bus_403671,73.5,8.037,32.46,3.42,220.0,3528.0,35.77,1.0,3.0
ID_141_AF2,ngcc,bus_401691,113.6,8.037,50.18,3.42,341.0,5453.0,55.28,1.0,3.0
ID_126_ST1,ngcc,bus_403691,108.8,8.037,48.06,3.42,326.0,5222.0,52.94,1.0,3.0
ID_141_AF1,ngcc,bus_401691,113.6,8.037,50.18,3.42,341.0,5453.0,55.28,1.0,3.0
ID_120_ST1,ngcc,bus_400041,86.7,8.037,38.3,3.42,260.0,4162.0,42.19,1.0,3.0
ID_116_1,ngcc,bus_402811,113.6,8.037,50.18,3.42,341.0,5453.0,55.28,1.0,3.0
ID_116_2,ngcc,bus_402811,113.6,8.037,50.18,3.42,341.0,5453.0,55.28,1.0,3.0
