name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
ID_126_ST2,ngcc,bus_403691,108.8,8.037,48.06,3.42,326.0,5222.0,52.94,1.0,3.0
ID_141_AF3,ngcc,bus_401691,163.2,8.037,72.09,3.42,490.0,7834.0,79.41,1.0,3.0
ID_126_ST3,ngcc,bus_403691,113.6,8.037,50.18,3.42,341.0,5453.0,55.28,1.0,3.0
ID_160_ST1,ngcc,bus_403911,81.6,8.037,36.04,3.42,245.0,3917.0,39.71,1.0,3.0
ID_114_1,oil,bus_403911,26.1,9.96,9.17,3.42,78.0,783.0,16.2,1.0,1.0
ID_120_GT4,oil,bus_400041,72.4,9.96,25.43,3.42,217.0,2172.0,44.92,1.0,1.0
ID_120_GT21,oil,bus_400041,25.3,9.96,8.89,3.42,76.0,759.0,15.7,1.0,1.0
ID_56899_290,oil,bus_407871,1.5,9.96,0.53,3.42,4.0,45.0,0.93,1.0,1.0
ID_56899_291,oil,bus_407871,1.5,9.96,0.53,3.42,4.0,45.0,0.93,1.0,1.0
ID_54594_G1,oil,bus_403911,1.5,9.96,0.53,3.42,4.0,45.0,0.93,1.0,1.0
ID_50049_GEN3,biomass,bus_200001,7.5,13.5,2.57,5.41,22.0,90.0,6.99,7.0,7.0
ID_377_3,biomass,bus_254001,23.0,13.5,7.88,5.41,69.0,276.0,21.45,7.0,7.0
ID_377_4,biomass,bus_254001,50.0,13.5,17.14,5.41,150.0,600.0,46.63,7.0,7.0
ID_10074_GEN1,biomass,bus_200001,20.0,13.5,6.85,5.41,60.0,240.0,18.65,7.0,7.0
ID_50571_GEN1,biomass,bus_216471,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_50224_7610,biomass,bus_258301,0.5,13.5,0.17,5.41,2.0,6.0,0.47,7.0,7.0
ID_50224_7710,biomass,bus_258301,0.5,13.5,0.17,5.41,2.0,6.0,0.47,7.0,7.0
ID_50224_7810,biomass,bus_258301,0.5,13.5,0.17,5.41,2.0,6.0,0.47,7.0,7.0
ID_10288_IS27,biomass,bus_133661,9.3,13.5,3.19,5.41,28.0,112.0,8.67,7.0,7.0
ID_10648_GEN1,biomass,bus_281221,1.8,13.5,0.62,5.41,5.0,22.0,1.68,7.0,7.0
ID_10648_GEN2,biomass,bus_281221,1.8,13.5,0.62,5.41,5.0,22.0,1.68,7.0,7.0
ID_10648_GEN3,biomass,bus_281221,1.8,13.5,0.62,5.41,5.0,22.0,1.68,7.0,7.0
ID_10661_GEN4,biomass,bus_300011,12.0,13.5,4.11,5.41,36.0,144.0,11.19,7.0,7.0
ID_10764_GEN1,biomass,bus_200001,13.8,13.5,4.73,5.41,41.0,166.0,12.87,7.0,7.0
ID_50492_1,biomass,bus_285491,2.3,13.5,0.79,5.41,7.0,28.0,2.14,7.0,7.0
ID_50492_2,biomass,bus_285491,2.3,13.5,0.79,5.41,7.0,28.0,2.14,7.0,7.0
ID_50831_GEN1,biomass,bus_211651,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_50831_GEN3,biomass,bus_211651,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_54219_GEN1,biomass,bus_133661,11.4,13.5,3.91,5.41,34.0,137.0,10.63,7.0,7.0
ID_54468_GEN1,biomass,bus_300011,11.4,13.5,3.91,5.41,34.0,137.0,10.63,7.0,7.0
ID_54469_GEN1,biomass,bus_201361,9.0,13.5,3.08,5.41,27.0,108.0,8.39,7.0,7.0
ID_54469_GEN2,biomass,bus_201361,9.0,13.5,3.08,5.41,27.0,108.0,8.39,7.0,7.0
ID_56036_GEN1,biomass,bus_211651,2.2,13.5,0.75,5.41,7.0,26.0,2.05,7.0,7.0
ID_56036_GEN2,biomass,bus_211651,2.2,13.5,0.75,5.41,7.0,26.0,2.05,7.0,7.0
ID_56036_GEN3,biomass,bus_211651,2.2,13.5,0.75,5.41,7.0,26.0,2.05,7.0,7.0
ID_60100_G1,biomass,bus_232301,11.5,13.5,3.94,5.41,34.0,138.0,10.72,7.0,7.0
ID_10052_GEN1,biomass,bus_200001,18.8,13.5,6.44,5.41,56.0,226.0,17.53,7.0,7.0
ID_10091_GEN1,biomass,bus_253751,9.9,13.5,3.39,5.41,30.0,119.0,9.23,7.0,7.0
ID_10091_GEN4,biomass,bus_253751,8.7,13.5,2.98,5.41,26.0,104.0,8.11,7.0,7.0
ID_10472_GEN1,biomass,bus_255951,50.0,13.5,17.14,5.41,150.0,600.0,46.63,7.0,7.0
ID_50110_GEN1,biomass,bus_133661,20.0,13.5,6.85,5.41,60.0,240.0,18.65,7.0,7.0
ID_50560_GEN1,biomass,bus_230541,25.0,13.5,8.57,5.41,75.0,300.0,23.32,7.0,7.0
ID_52204_OTA1,biomass,bus_285491,1.8,13.5,0.62,5.41,5.0,22.0,1.68,7.0,7.0
ID_54327_TOY4,biomass,bus_252891,1.8,13.5,0.62,5.41,5.0,22.0,1.68,7.0,7.0
ID_54327_TOY5,biomass,bus_252891,1.8,13.5,0.62,5.41,5.0,22.0,1.68,7.0,7.0
ID_50363_L313,biomass,bus_400041,21.0,13.5,7.2,5.41,63.0,252.0,19.58,7.0,7.0
ID_50831_GEN2,biomass,bus_211651,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_50881_GEN1,biomass,bus_200261,18.3,13.5,6.27,5.41,55.0,220.0,17.07,7.0,7.0
ID_50881_GEN2,biomass,bus_200261,18.3,13.5,6.27,5.41,55.0,220.0,17.07,7.0,7.0
ID_50881_GEN3,biomass,bus_200261,18.3,13.5,6.27,5.41,55.0,220.0,17.07,7.0,7.0
ID_54238_STG,biomass,bus_230541,54.0,13.5,18.51,5.41,162.0,648.0,50.36,7.0,7.0
ID_10767_GEN1,biomass,bus_232301,28.0,13.5,9.6,5.41,84.0,336.0,26.11,7.0,7.0
ID_50049_GEN1,biomass,bus_200001,12.5,13.5,4.28,5.41,38.0,150.0,11.66,7.0,7.0
ID_50049_GEN2,biomass,bus_200001,12.5,13.5,4.28,5.41,38.0,150.0,11.66,7.0,7.0
ID_50632_GEN1,biomass,bus_230601,24.0,13.5,8.22,5.41,72.0,288.0,22.38,7.0,7.0
ID_50837_GEN1,biomass,bus_253751,35.6,13.5,12.2,5.41,107.0,427.0,33.2,7.0,7.0
ID_54951_EG1,biomass,bus_230171,0.6,13.5,0.21,5.41,2.0,7.0,0.56,7.0,7.0
ID_54951_EG2,biomass,bus_230171,0.6,13.5,0.21,5.41,2.0,7.0,0.56,7.0,7.0
ID_54951_EG3,biomass,bus_230171,0.6,13.5,0.21,5.41,2.0,7.0,0.56,7.0,7.0
ID_10395_GEN1,biomass,bus_280991,20.0,13.5,6.85,5.41,60.0,240.0,18.65,7.0,7.0
ID_10652_GEN1,biomass,bus_133661,31.0,13.5,10.62,5.41,93.0,372.0,28.91,7.0,7.0
ID_10772_GEN1,biomass,bus_201361,27.9,13.5,9.56,5.41,84.0,335.0,26.02,7.0,7.0
ID_10777_GEN1,biomass,bus_300011,36.2,13.5,12.41,5.41,109.0,434.0,33.76,7.0,7.0
ID_10836_GEN1,biomass,bus_201361,28.0,13.5,9.6,5.41,84.0,336.0,26.11,7.0,7.0
ID_10837_GEN1,biomass,bus_230601,28.0,13.5,9.6,5.41,84.0,336.0,26.11,7.0,7.0
ID_50293_GEN1,biomass,bus_204901,28.6,13.5,9.8,5.41,86.0,343.0,26.67,7.0,7.0
ID_50571_GEN2,biomass,bus_216471,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_54626_TG01,biomass,bus_232301,62.0,13.5,21.25,5.41,186.0,744.0,57.82,7.0,7.0
ID_56469_1,biomass,bus_133661,13.4,13.5,4.59,5.41,40.0,161.0,12.5,7.0,7.0
ID_10840_GEN1,biomass,bus_232301,31.8,13.5,10.9,5.41,95.0,382.0,29.66,7.0,7.0
ID_54567_1,biomass,bus_201361,0.6,13.5,0.21,5.41,2.0,7.0,0.56,7.0,7.0
ID_54567_2,biomass,bus_201361,0.6,13.5,0.21,5.41,2.0,7.0,0.56,7.0,7.0
ID_54567_3,biomass,bus_201361,0.6,13.5,0.21,5.41,2.0,7.0,0.56,7.0,7.0
ID_10300_GEN1,biomass,bus_286671,55.5,13.5,19.02,5.41,166.0,666.0,51.76,7.0,7.0
ID_52204_OTA2,biomass,bus_285491,1.8,13.5,0.62,5.41,5.0,22.0,1.68,7.0,7.0
ID_10840_GEN2,biomass,bus_232301,25.2,13.5,8.64,5.41,76.0,302.0,23.5,7.0,7.0
ID_50696_GEN1,biomass,bus_280781,2.5,13.5,0.86,5.41,8.0,30.0,2.33,7.0,7.0
ID_50696_GEN2,biomass,bus_280781,2.5,13.5,0.86,5.41,8.0,30.0,2.33,7.0,7.0
ID_50696_GEN3,biomass,bus_280781,2.5,13.5,0.86,5.41,8.0,30.0,2.33,7.0,7.0
ID_52099_GEN1,biomass,bus_280781,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_52099_GEN2,biomass,bus_280781,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_52099_GEN3,biomass,bus_280781,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_52099_GEN4,biomass,bus_280781,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_52099_GEN5,biomass,bus_280781,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_52099_GEN6,biomass,bus_280781,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_54015_GEN2,biomass,bus_257141,6.8,13.5,2.33,5.41,20.0,82.0,6.34,7.0,7.0
ID_54567_4,biomass,bus_201361,0.6,13.5,0.21,5.41,2.0,7.0,0.56,7.0,7.0
ID_55752_P11,biomass,bus_204901,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_55752_P12,biomass,bus_204901,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_55752_P13,biomass,bus_204901,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_55752_P14,biomass,bus_204901,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_55753_P21,biomass,bus_204901,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_55753_P22,biomass,bus_204901,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_55753_P23,biomass,bus_204901,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_55753_P24,biomass,bus_204901,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_10820_GEN1,biomass,bus_280991,0.4,13.5,0.14,5.41,1.0,5.0,0.37,7.0,7.0
ID_10820_GEN2,biomass,bus_280991,0.4,13.5,0.14,5.41,1.0,5.0,0.37,7.0,7.0
ID_10820_GEN3,biomass,bus_280991,0.4,13.5,0.14,5.41,1.0,5.0,0.37,7.0,7.0
ID_55094_UNT1,biomass,bus_284741,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_55094_UNT2,biomass,bus_284741,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_55094_UNT3,biomass,bus_284741,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_55094_UNT4,biomass,bus_284741,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_57557_S14,biomass,bus_211211,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_57557_S15,biomass,bus_211211,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_54567_5,biomass,bus_201361,0.4,13.5,0.14,5.41,1.0,5.0,0.37,7.0,7.0
ID_55161_UNT1,biomass,bus_252891,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_54015_GEN3,biomass,bus_257141,4.9,13.5,1.68,5.41,15.0,59.0,4.57,7.0,7.0
ID_55601_UNT1,biomass,bus_280991,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_55601_UNT2,biomass,bus_280991,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_55602_UNT1,biomass,bus_284741,0.9,13.5,0.31,5.41,3.0,11.0,0.84,7.0,7.0
ID_55602_UNT2,biomass,bus_284741,0.9,13.5,0.31,5.41,3.0,11.0,0.84,7.0,7.0
ID_55602_UNT3,biomass,bus_284741,0.9,13.5,0.31,5.41,3.0,11.0,0.84,7.0,7.0
ID_55602_UNT4,biomass,bus_284741,0.9,13.5,0.31,5.41,3.0,11.0,0.84,7.0,7.0
ID_55766_361A,biomass,bus_201361,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_55766_361B,biomass,bus_201361,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_55766_361C,biomass,bus_201361,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_55603_UNT1,biomass,bus_258301,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_10091_G3,biomass,bus_253751,9.9,13.5,3.39,5.41,30.0,119.0,9.23,7.0,7.0
ID_10748_U2J02,biomass,bus_230171,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_50571_GEN3,biomass,bus_216471,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_50571_GEN4,biomass,bus_216471,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_57971_COGEN,biomass,bus_211211,2.1,13.5,0.72,5.41,6.0,25.0,1.96,7.0,7.0
ID_10091_G2,biomass,bus_253751,9.9,13.5,3.39,5.41,30.0,119.0,9.23,7.0,7.0
ID_56170_UNT1,biomass,bus_284011,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_56170_UNT2,biomass,bus_284011,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_10144_GEN4,biomass,bus_201361,19.2,13.5,6.58,5.41,58.0,230.0,17.91,7.0,7.0
ID_10387_3,biomass,bus_284741,3.0,13.5,1.03,5.41,9.0,36.0,2.8,7.0,7.0
ID_55880_P31,biomass,bus_204901,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_55880_P32,biomass,bus_204901,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_56534_GEN1,biomass,bus_280991,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_56534_GEN2,biomass,bus_280991,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_56534_GEN3,biomass,bus_280991,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_56535_GEN1,biomass,bus_262011,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_56535_GEN2,biomass,bus_262011,1.3,13.5,0.45,5.41,4.0,16.0,1.21,7.0,7.0
ID_57988_GEN1,biomass,bus_201361,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_57988_GEN2,biomass,bus_201361,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_57988_GEN3,biomass,bus_201361,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_10748_U1C06,biomass,bus_230171,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_52204_OTA3,biomass,bus_285491,3.3,13.5,1.13,5.41,10.0,40.0,3.08,7.0,7.0
ID_56428_Unit1,biomass,bus_233771,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_56428_Unit2,biomass,bus_233771,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_56428_Unit3,biomass,bus_233771,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_57102_EN01,biomass,bus_257301,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_58056_JEN1,biomass,bus_257141,0.5,13.5,0.17,5.41,2.0,6.0,0.47,7.0,7.0
ID_58056_JEN2,biomass,bus_257141,0.5,13.5,0.17,5.41,2.0,6.0,0.47,7.0,7.0
ID_10026_EG10,biomass,bus_283651,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_10026_EG20,biomass,bus_283651,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_56706_AMPC,biomass,bus_230601,12.5,13.5,4.28,5.41,38.0,150.0,11.66,7.0,7.0
ID_56707_AMPC,biomass,bus_230601,12.5,13.5,4.28,5.41,38.0,150.0,11.66,7.0,7.0
ID_56895_1,biomass,bus_211211,1.9,13.5,0.65,5.41,6.0,23.0,1.77,7.0,7.0
ID_56895_2,biomass,bus_211211,1.9,13.5,0.65,5.41,6.0,23.0,1.77,7.0,7.0
ID_56895_3,biomass,bus_211211,1.9,13.5,0.65,5.41,6.0,23.0,1.77,7.0,7.0
ID_56895_4,biomass,bus_211211,1.9,13.5,0.65,5.41,6.0,23.0,1.77,7.0,7.0
ID_56895_5,biomass,bus_211211,1.9,13.5,0.65,5.41,6.0,23.0,1.77,7.0,7.0
ID_56895_6,biomass,bus_211211,1.9,13.5,0.65,5.41,6.0,23.0,1.77,7.0,7.0
ID_57100_EN01,biomass,bus_261331,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_10026_EG30,biomass,bus_283651,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_10026_EG40,biomass,bus_283651,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_56897_1,biomass,bus_216471,1.9,13.5,0.65,5.41,6.0,23.0,1.77,7.0,7.0
ID_56897_2,biomass,bus_216471,1.9,13.5,0.65,5.41,6.0,23.0,1.77,7.0,7.0
ID_57133_359,biomass,bus_201361,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_57154_1209,biomass,bus_400041,18.1,13.5,6.2,5.41,54.0,217.0,16.88,7.0,7.0
ID_57876_UNT1,biomass,bus_233771,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_56898_1,biomass,bus_262011,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_56898_2,biomass,bus_262011,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_57101_1,biomass,bus_261331,1.4,13.5,0.48,5.41,4.0,17.0,1.31,7.0,7.0
ID_57102_EN02,biomass,bus_257301,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_57163_GEN1,biomass,bus_251601,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_57163_GEN3,biomass,bus_251601,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_10387_1A,biomass,bus_284741,1.2,13.5,0.41,5.41,4.0,14.0,1.12,7.0,7.0
ID_10387_2A,biomass,bus_284741,1.2,13.5,0.41,5.41,4.0,14.0,1.12,7.0,7.0
ID_57696_1,biomass,bus_211651,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_57857_1,biomass,bus_200261,5.5,13.5,1.88,5.41,16.0,66.0,5.13,7.0,7.0
ID_57988_GEN5,biomass,bus_201361,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_57988_GEN6,biomass,bus_201361,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_57988_GEN4,biomass,bus_201361,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_58007_G1,biomass,bus_281221,6.8,13.5,2.33,5.41,20.0,82.0,6.34,7.0,7.0
ID_58007_G2,biomass,bus_281221,6.8,13.5,2.33,5.41,20.0,82.0,6.34,7.0,7.0
ID_58007_G3,biomass,bus_281221,6.8,13.5,2.33,5.41,20.0,82.0,6.34,7.0,7.0
ID_58007_G4,biomass,bus_281221,6.8,13.5,2.33,5.41,20.0,82.0,6.34,7.0,7.0
ID_58007_G5,biomass,bus_281221,10.0,13.5,3.43,5.41,30.0,120.0,9.33,7.0,7.0
ID_58472_1,biomass,bus_230541,22.5,13.5,7.71,5.41,68.0,270.0,20.98,7.0,7.0
ID_58971_UNIT1,biomass,bus_232301,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_58971_UNIT2,biomass,bus_232301,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_58971_UNIT3,biomass,bus_232301,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_52204_OTA5,biomass,bus_285491,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_52204_OTA6,biomass,bus_285491,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_57133_361,biomass,bus_201361,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_57771_1,biomass,bus_201361,2.3,13.5,0.79,5.41,7.0,28.0,2.14,7.0,7.0
ID_58320_362,biomass,bus_216471,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_58379_W3998,biomass,bus_261331,1.5,13.5,0.51,5.41,4.0,18.0,1.4,7.0,7.0
ID_58397_ENG1,biomass,bus_230171,1.4,13.5,0.48,5.41,4.0,17.0,1.31,7.0,7.0
ID_58699_GEN1,biomass,bus_262011,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_58699_GEN2,biomass,bus_262011,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_58960_S200,biomass,bus_204901,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_58960_S201,biomass,bus_204901,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_58960_S202,biomass,bus_204901,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_58960_S203,biomass,bus_204901,1.1,13.5,0.38,5.41,3.0,13.0,1.03,7.0,7.0
ID_60571_NCEP,biomass,bus_284741,1.6,13.5,0.55,5.41,5.0,19.0,1.49,7.0,7.0
ID_58429_1,biomass,bus_252891,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_58429_2,biomass,bus_252891,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_58429_3,biomass,bus_252891,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_58429_4,biomass,bus_252891,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_58429_5,biomass,bus_252891,4.6,13.5,1.58,5.41,14.0,55.0,4.29,7.0,7.0
ID_58435_ENG1,biomass,bus_216471,2.2,13.5,0.75,5.41,7.0,26.0,2.05,7.0,7.0
ID_58435_ENG2,biomass,bus_216471,2.2,13.5,0.75,5.41,7.0,26.0,2.05,7.0,7.0
ID_58436_ENG1,biomass,bus_230541,2.2,13.5,0.75,5.41,7.0,26.0,2.05,7.0,7.0
ID_58436_ENG2,biomass,bus_230541,2.2,13.5,0.75,5.41,7.0,26.0,2.05,7.0,7.0
ID_58437_ENG1,biomass,bus_230541,2.2,13.5,0.75,5.41,7.0,26.0,2.05,7.0,7.0
ID_58437_ENG2,biomass,bus_230541,2.2,13.5,0.75,5.41,7.0,26.0,2.05,7.0,7.0
ID_58978_CVAP,biomass,bus_230541,1.5,13.5,0.51,5.41,4.0,18.0,1.4,7.0,7.0
ID_59447_00001,biomass,bus_232301,1.0,13.5,0.34,5.41,3.0,12.0,0.93,7.0,7.0
ID_59658_GEN1,biomass,bus_200261,30.2,13.5,10.35,5.41,91.0,362.0,28.16,7.0,7.0
ID_60220_ZWED1,biomass,bus_211211,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_60220_ZWED2,biomass,bus_211211,0.8,13.5,0.27,5.41,2.0,10.0,0.75,7.0,7.0
ID_60249_CGN,biomass,bus_211211,1.2,13.5,0.41,5.41,4.0,14.0,1.12,7.0,7.0
ID_10684_TG8,coal,bus_261161,27.5,9.75,12.42,6.95,82.0,3548.0,1.18,12.0,12.0
ID_10684_TG9,coal,bus_261161,27.5,9.75,12.42,6.95,82.0,3548.0,1.18,12.0,12.0
ID_10768_UP9,coal,bus_232301,38.2,9.75,17.25,6.95,115.0,4928.0,1.63,12.0,12.0
ID_10684_TG5,coal,bus_261161,7.5,9.75,3.39,6.95,22.0,968.0,0.32,12.0,12.0
ID_399_5,ngcc,bus_253751,75.0,8.037,33.13,3.42,225.0,3600.0,36.49,1.0,3.0
ID_389_2,ngcc,bus_400011,34.5,8.037,15.24,3.42,104.0,1656.0,16.79,1.0,3.0
ID_377_1,ngcc,bus_254001,20.0,8.037,8.83,3.42,60.0,960.0,9.73,1.0,3.0
ID_377_2,ngcc,bus_254001,20.0,8.037,8.83,3.42,60.0,960.0,9.73,1.0,3.0
ID_377_8A,ngcc,bus_254001,25.4,8.037,11.22,3.42,76.0,1219.0,12.36,1.0,3.0
ID_377_8BC,ngcc,bus_254001,55.1,8.037,24.34,3.42,165.0,2645.0,26.81,1.0,3.0
ID_54561_GTG,ngcc,bus_233771,24.0,8.037,10.6,3.42,72.0,1152.0,11.68,1.0,3.0
ID_54561_STG,ngcc,bus_233771,3.0,8.037,1.33,3.42,9.0,144.0,1.46,1.0,3.0
ID_10034_GEN1,ngcc,bus_233771,90.0,8.037,39.75,3.42,270.0,4320.0,43.79,1.0,3.0
ID_10034_GEN2,ngcc,bus_233771,40.0,8.037,17.67,3.42,120.0,1920.0,19.46,1.0,3.0
ID_10213_GEN1,ngcc,bus_253851,42.4,8.037,18.73,3.42,127.0,2035.0,20.63,1.0,3.0
ID_10213_GEN2,ngcc,bus_253851,42.4,8.037,18.73,3.42,127.0,2035.0,20.63,1.0,3.0
ID_10342_TG1,ngcc,bus_216471,40.0,8.037,17.67,3.42,120.0,1920.0,19.46,1.0,3.0
ID_10342_TG2,ngcc,bus_216471,40.0,8.037,17.67,3.42,120.0,1920.0,19.46,1.0,3.0
ID_10342_TG3,ngcc,bus_216471,33.5,8.037,14.8,3.42,100.0,1608.0,16.3,1.0,3.0
ID_50216_GN94,ngcc,bus_253751,82.0,8.037,36.22,3.42,246.0,3936.0,39.9,1.0,3.0
ID_50216_GN96,ngcc,bus_253751,38.5,8.037,17.01,3.42,116.0,1848.0,18.73,1.0,3.0
ID_50849_GEN1,ngcc,bus_211651,23.0,8.037,10.16,3.42,69.0,1104.0,11.19,1.0,3.0
ID_50849_GEN2,ngcc,bus_211651,5.5,8.037,2.43,3.42,16.0,264.0,2.68,1.0,3.0
ID_50850_GEN1,ngcc,bus_281221,23.5,8.037,10.38,3.42,70.0,1128.0,11.44,1.0,3.0
ID_50850_GEN2,ngcc,bus_281221,7.3,8.037,3.22,3.42,22.0,350.0,3.55,1.0,3.0
ID_10677_UNT2,ngcc,bus_252891,60.0,8.037,26.5,3.42,180.0,2880.0,29.2,1.0,3.0
ID_10677_UNT3,ngcc,bus_252891,30.0,8.037,13.25,3.42,90.0,1440.0,14.6,1.0,3.0
ID_50148_GEN1,ngcc,bus_253751,25.0,8.037,11.04,3.42,75.0,1200.0,12.16,1.0,3.0
ID_50148_GEN2,ngcc,bus_253751,6.0,8.037,2.65,3.42,18.0,288.0,2.92,1.0,3.0
ID_50216_GN91,ngcc,bus_253751,82.0,8.037,36.22,3.42,246.0,3936.0,39.9,1.0,3.0
ID_50216_GN92,ngcc,bus_253751,82.0,8.037,36.22,3.42,246.0,3936.0,39.9,1.0,3.0
ID_50216_GN93,ngcc,bus_253751,82.0,8.037,36.22,3.42,246.0,3936.0,39.9,1.0,3.0
