Name,Bus,Fuel,Max_Cap,Min_Cap,Heat_Rate
ID_57914_1,770011,BIT (Bituminous Coal),2.0,0.9,9.75
ID_57914_2,770011,BIT (Bituminous Coal),2.0,0.9,9.75
ID_2177_1,770011,NG (Natural Gas),23.3,10.29,8.037
ID_2176_GT1,770011,NG (Natural Gas),40.7,17.98,8.037
ID_2176_GT2,770011,NG (Natural Gas),43.0,18.99,8.037
ID_55866_1,741321,NG (Natural Gas),6.1,2.69,8.037
ID_55866_2,741321,NG (Natural Gas),6.1,2.69,8.037
ID_55866_3,741321,NG (Natural Gas),6.1,2.69,8.037
ID_55866_4,741321,NG (Natural Gas),6.1,2.69,8.037
ID_55866_5,741321,NG (Natural Gas),6.1,2.69,8.037
ID_55866_6,741321,NG (Natural Gas),6.1,2.69,8.037
ID_55866_7,741321,NG (Natural Gas),6.1,2.69,8.037
ID_55866_8,741321,NG (Natural Gas),6.1,2.69,8.037
ID_55866_9,741321,NG (Natural Gas),6.1,2.69,8.037
ID_56606_01,770011,NG (Natural Gas),91.0,40.19,8.037
ID_56908_1,741321,NG (Natural Gas),67.7,29.9,8.037
ID_56908_2,741321,NG (Natural Gas),67.7,29.9,8.037
ID_56908_3,741321,NG (Natural Gas),67.7,29.9,8.037
ID_56496_3701,700161,NG (Natural Gas),1.6,0.71,8.037
ID_50931_GEN1,772611,OIL,68.0,23.88,9.96
ID_57166_GEN1,300011,BIO,1.6,0.55,13.5
ID_57166_GEN2,300011,BIO,1.6,0.55,13.5
ID_8224_1,741041,BIT (Bituminous Coal),277.2,125.18,9.75
ID_8224_2,741041,BIT (Bituminous Coal),289.8,130.87,9.75
ID_56224_001,741041,BIT (Bituminous Coal),242.0,109.29,9.75
ID_2322_GT5,302071,NG (Natural Gas),92.5,40.86,8.037
ID_2322_GT6,302071,NG (Natural Gas),92.5,40.86,8.037
ID_2322_GT7,302071,NG (Natural Gas),92.5,40.86,8.037
ID_2322_GT8,302071,NG (Natural Gas),92.5,40.86,8.037
ID_54271_CTG1,302071,NG (Natural Gas),45.1,19.92,8.037
ID_54271_CTG2,302071,NG (Natural Gas),45.1,19.92,8.037
ID_54271_STG,302071,NG (Natural Gas),37.0,16.34,8.037
ID_54349_GTA,302201,NG (Natural Gas),22.2,9.81,8.037
ID_54349_GTB,302201,NG (Natural Gas),22.2,9.81,8.037
ID_54349_GTC,302201,NG (Natural Gas),22.2,9.81,8.037
ID_54349_STM,302201,NG (Natural Gas),29.7,13.12,8.037
ID_54350_GTA,303741,NG (Natural Gas),22.2,9.81,8.037
ID_54350_GTB,303741,NG (Natural Gas),22.2,9.81,8.037
ID_54350_GTC,303741,NG (Natural Gas),22.2,9.81,8.037
ID_54350_STM,303741,NG (Natural Gas),29.7,13.12,8.037
ID_2322_9,302071,NG (Natural Gas),104.4,46.11,8.037
ID_2322_10,302071,NG (Natural Gas),104.4,46.11,8.037
ID_2336_4,300011,NG (Natural Gas),69.7,30.79,8.037
ID_10761_GEN1,302211,NG (Natural Gas),49.8,22.0,8.037
ID_10761_GEN2,302211,NG (Natural Gas),11.5,5.08,8.037
ID_2336_5,300011,NG (Natural Gas),50.2,22.17,8.037
ID_55077_ED01,302071,NG (Natural Gas),170.0,75.09,8.037
ID_55077_ED02,302071,NG (Natural Gas),170.0,75.09,8.037
ID_55077_ED03,302071,NG (Natural Gas),196.0,86.57,8.037
ID_10761_GEN3,302211,NG (Natural Gas),60.5,26.72,8.037
ID_10761_GEN4,302211,NG (Natural Gas),60.5,26.72,8.037
ID_10761_GEN5,302211,NG (Natural Gas),60.5,26.72,8.037
ID_10761_GEN6,302211,NG (Natural Gas),60.5,26.72,8.037
ID_10761_GEN7,302211,NG (Natural Gas),27.8,12.28,8.037
ID_10761_GEN8,302211,NG (Natural Gas),27.8,12.28,8.037
ID_55514_CTG1,303741,NG (Natural Gas),174.0,76.86,8.037
ID_55514_CTG2,303741,NG (Natural Gas),174.0,76.86,8.037
ID_55514_STG1,303741,NG (Natural Gas),252.6,111.57,8.037
ID_55687_A01,302071,NG (Natural Gas),178.0,78.62,8.037
ID_55687_A02,302071,NG (Natural Gas),178.0,78.62,8.037
ID_55687_ST1,302071,NG (Natural Gas),332.4,146.82,8.037
ID_55841_CT1,303741,NG (Natural Gas),197.2,87.1,8.037
ID_55841_CT2,303741,NG (Natural Gas),197.2,87.1,8.037
ID_55841_ST1,303741,NG (Natural Gas),270.3,119.39,8.037
ID_55322_CTG1,303741,NG (Natural Gas),201.5,89.0,8.037
ID_55322_CTG2,303741,NG (Natural Gas),201.5,89.0,8.037
ID_55322_CTG3,303741,NG (Natural Gas),201.5,89.0,8.037
ID_55322_CTG4,303741,NG (Natural Gas),201.5,89.0,8.037
ID_55322_ST1,303741,NG (Natural Gas),329.8,145.67,8.037
ID_55322_ST2,303741,NG (Natural Gas),329.8,145.67,8.037
ID_2336_10,300011,NG (Natural Gas),312.0,137.81,8.037
ID_2336_8,300011,NG (Natural Gas),155.6,68.73,8.037
ID_2336_9,300011,NG (Natural Gas),155.6,68.73,8.037
ID_7082_5,303741,NG (Natural Gas),167.5,73.98,8.037
ID_7082_6,303741,NG (Natural Gas),167.5,73.98,8.037
ID_7082_7,303741,NG (Natural Gas),223.5,98.72,8.037
ID_2322_GT4,302071,NG (Natural Gas),72.4,31.98,8.037
ID_54854_5657,302201,NG (Natural Gas),74.0,32.69,8.037
ID_54854_5658,302201,NG (Natural Gas),74.0,32.69,8.037
ID_54854_5659,302201,NG (Natural Gas),74.0,32.69,8.037
ID_2336_GT3,300011,NG (Natural Gas),85.0,37.54,8.037
ID_2336_GT4,300011,NG (Natural Gas),85.0,37.54,8.037
ID_7082_GT1,303741,NG (Natural Gas),101.5,44.83,8.037
ID_55494_CT3,300011,NG (Natural Gas),64.0,28.27,8.037
ID_55494_CT4,300011,NG (Natural Gas),64.0,28.27,8.037
ID_55494_CT5,300011,NG (Natural Gas),62.0,27.39,8.037
ID_55494_CT6,300011,NG (Natural Gas),62.0,27.39,8.037
ID_56500_A101,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_B102,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_B202,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_C102,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_C202,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_D101,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_E102,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_E202,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_F102,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_F202,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_G102,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_G202,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_H102,300011,NG (Natural Gas),8.4,3.71,8.037
ID_56500_H202,300011,NG (Natural Gas),8.4,3.71,8.037
ID_7082_GT4,303741,NG (Natural Gas),85.0,37.54,8.037
ID_2322_11,302071,NG (Natural Gas),60.5,26.72,8.037
ID_2322_12,302071,NG (Natural Gas),60.5,26.72,8.037
ID_2322_13,302071,NG (Natural Gas),60.5,26.72,8.037
ID_2322_14,302071,NG (Natural Gas),60.5,26.72,8.037
ID_2322_15,302071,NG (Natural Gas),60.5,26.72,8.037
ID_2322_16,302071,NG (Natural Gas),60.5,26.72,8.037
ID_2322_17,302071,NG (Natural Gas),60.5,26.72,8.037
ID_2322_18,302071,NG (Natural Gas),60.5,26.72,8.037
ID_2322_19,302071,NG (Natural Gas),60.5,26.72,8.037
ID_2322_20,302071,NG (Natural Gas),60.5,26.72,8.037
ID_2322_21,302071,NG (Natural Gas),58.9,26.02,8.037
ID_2322_22,302071,NG (Natural Gas),60.5,26.72,8.037
ID_57348_UNITA,301461,NG (Natural Gas),4.3,1.9,8.037
ID_57348_UNITB,301461,NG (Natural Gas),4.3,1.9,8.037
ID_2330_1,300011,NG (Natural Gas),115.0,50.8,8.037
ID_2330_2,300011,NG (Natural Gas),115.0,50.8,8.037
ID_2336_3,300011,NG (Natural Gas),119.8,52.92,8.037
ID_57684_HR1,301441,NG (Natural Gas),7.5,3.31,8.037
ID_6510_1,300011,OIL,2.0,0.7,9.96
ID_6510_2,300011,OIL,2.0,0.7,9.96
ID_6510_3,300011,OIL,2.0,0.7,9.96
ID_10339_GEN3,530001,BIO,1.1,0.38,13.5
ID_10339_GEN4,530001,BIO,1.1,0.38,13.5
ID_2442_5,532171,BIT (Bituminous Coal),818.1,369.45,9.75
ID_2451_1,532171,BIT (Bituminous Coal),369.0,166.64,9.75
ID_2451_4,532171,BIT (Bituminous Coal),555.0,250.64,9.75
ID_87_1,406911,BIT (Bituminous Coal),257.0,116.06,9.75
ID_2442_4,532171,BIT (Bituminous Coal),818.1,369.45,9.75
ID_54667_7,800071,NG (Natural Gas),16.5,7.29,8.037
ID_2465_GT1,532171,NG (Natural Gas),18.6,8.22,8.037
ID_54667_9,800071,NG (Natural Gas),37.5,16.56,8.037
ID_55210_0001,800071,NG (Natural Gas),177.0,78.18,8.037
ID_55977_CTG1,532171,NG (Natural Gas),40.0,17.67,8.037
ID_55977_STG1,532171,NG (Natural Gas),27.0,11.93,8.037
ID_55343_CTG1,800071,NG (Natural Gas),175.0,77.3,8.037
ID_55343_CTG2,800071,NG (Natural Gas),175.0,77.3,8.037
ID_55343_STG1,800071,NG (Natural Gas),300.0,132.51,8.037
ID_55210_0002,800071,NG (Natural Gas),110.0,48.59,8.037
ID_56458_GT1,530121,NG (Natural Gas),196.9,86.97,8.037
ID_56458_GT2,530121,NG (Natural Gas),196.9,86.97,8.037
ID_56458_ST3,530121,NG (Natural Gas),264.6,116.87,8.037
ID_2446_3,530121,NG (Natural Gas),11.5,5.08,8.037
ID_2446_2,530121,NG (Natural Gas),86.9,38.38,8.037
ID_54975_01,800071,NG (Natural Gas),4.7,2.08,8.037
ID_2454_3,530121,NG (Natural Gas),126.9,56.05,8.037
ID_2454_4,530121,NG (Natural Gas),126.9,56.05,8.037
ID_55039_GT1,530001,NG (Natural Gas),150.0,66.26,8.037
ID_7967_GT1,408811,NG (Natural Gas),44.0,19.43,8.037
ID_7967_GT2,408811,NG (Natural Gas),44.0,19.43,8.037
ID_10339_GEN1,530001,NG (Natural Gas),2.2,0.97,8.037
ID_10339_GEN2,530001,NG (Natural Gas),2.2,0.97,8.037
ID_7975_1,800071,NG (Natural Gas),46.5,20.54,8.037
ID_7975_2,800071,NG (Natural Gas),46.5,20.54,8.037
ID_7975_3,800071,NG (Natural Gas),46.5,20.54,8.037
ID_7975_4,800071,NG (Natural Gas),46.5,20.54,8.037
ID_50906_3,530001,NG (Natural Gas),7.0,3.09,8.037
ID_55802_CTG1,530121,NG (Natural Gas),159.5,70.45,8.037
ID_57872_UNIT1,530121,NG (Natural Gas),9.3,4.11,8.037
ID_57872_UNIT2,530121,NG (Natural Gas),9.3,4.11,8.037
ID_57872_UNIT3,530121,NG (Natural Gas),9.3,4.11,8.037
ID_57872_UNIT4,530121,NG (Natural Gas),9.3,4.11,8.037
ID_57872_UNIT5,530121,NG (Natural Gas),9.3,4.11,8.037
ID_2444_9,800071,NG (Natural Gas),106.0,46.82,8.037
ID_50906_5,530001,NG (Natural Gas),6.7,2.96,8.037
ID_58284_0001,530121,NG (Natural Gas),42.3,18.68,8.037
ID_2475_1,530021,NG (Natural Gas),15.0,6.63,8.037
ID_2475_2,530021,NG (Natural Gas),15.0,6.63,8.037
ID_2444_6,800071,NG (Natural Gas),50.0,22.08,8.037
ID_2454_1,530121,NG (Natural Gas),75.0,33.13,8.037
ID_2444_7,800071,NG (Natural Gas),50.0,22.08,8.037
ID_2475_3,530021,NG (Natural Gas),15.0,6.63,8.037
ID_2450_1,530001,NG (Natural Gas),44.0,19.43,8.037
ID_2450_2,530001,NG (Natural Gas),44.0,19.43,8.037
ID_2450_3,530001,NG (Natural Gas),66.0,29.15,8.037
ID_2454_2,530121,NG (Natural Gas),190.4,84.1,8.037
ID_2446_1,530121,NG (Natural Gas),113.6,50.18,8.037
ID_2444_8,800071,NG (Natural Gas),166.5,73.54,8.037
ID_50906_4,530001,NG (Natural Gas),1.1,0.49,8.037
ID_54734_1,408811,OIL,3.0,1.05,9.96
ID_54734_3,408811,OIL,3.1,1.09,9.96
ID_54734_4,408811,OIL,3.1,1.09,9.96
ID_54734_7,408811,OIL,3.1,1.09,9.96
ID_54734_8,408811,OIL,3.0,1.05,9.96
ID_54734_11,408811,OIL,3.0,1.05,9.96
ID_54734_12,408811,OIL,3.0,1.05,9.96
ID_54734_13,408811,OIL,3.0,1.05,9.96
ID_54734_14,408811,OIL,3.0,1.05,9.96
ID_54734_15,408811,OIL,3.1,1.09,9.96
ID_57476_M15G,532171,OIL,2.0,0.7,9.96
ID_58125_1,530001,OIL,27.0,9.48,9.96
ID_50191_TG1,131751,BIO,7.5,2.57,13.5
ID_50191_TG2,131751,BIO,5.0,1.71,13.5
ID_50191_TG3,131751,BIO,12.5,4.28,13.5
ID_50396_GEN1,130001,BIO,5.0,1.71,13.5
ID_50396_GEN2,130001,BIO,5.0,1.71,13.5
ID_50396_GEN3,130001,BIO,7.0,2.4,13.5
ID_50396_GEN4,130001,BIO,11.5,3.94,13.5
ID_50396_GEN5,130001,BIO,11.5,3.94,13.5
ID_50396_GEN6,130001,BIO,11.5,3.94,13.5
ID_56193_1,133661,BIO,3.5,1.2,13.5
ID_56193_2,133661,BIO,5.0,1.71,13.5
ID_50191_TG4,131751,BIO,40.0,13.71,13.5
ID_50426_GEN1,135041,BIO,3.0,1.03,13.5
ID_50426_GEN2,135041,BIO,3.0,1.03,13.5
ID_50426_GEN3,135041,BIO,3.0,1.03,13.5
ID_56124_TG2,131751,BIO,42.8,14.67,13.5
ID_10869_BBC,133661,BIO,10.0,3.43,13.5
ID_10869_GE,133661,BIO,15.0,5.14,13.5
ID_50630_GEN1,131751,BIO,13.1,4.49,13.5
ID_50921_GEN1,134201,BIO,7.5,2.57,13.5
ID_50993_GEN1,130001,BIO,7.5,2.57,13.5
ID_7413_1,131751,BIO,0.8,0.27,13.5
ID_7413_2,131751,BIO,0.8,0.27,13.5
ID_7413_3,131751,BIO,0.8,0.27,13.5
ID_7413_4,131751,BIO,0.8,0.27,13.5
ID_7725_1,131751,BIO,0.8,0.27,13.5
ID_7725_2,131751,BIO,0.8,0.27,13.5
ID_7725_3,131751,BIO,0.8,0.27,13.5
ID_56192_1,100331,BIO,36.0,12.34,13.5
ID_7725_4,131751,BIO,1.6,0.55,13.5
ID_7725_5,131751,BIO,1.6,0.55,13.5
ID_56461_DC1,133661,BIO,1.6,0.55,13.5
ID_56461_DC2,133661,BIO,1.6,0.55,13.5
ID_56781_1,131751,BIO,21.0,7.2,13.5
ID_58109_TG1,131751,BIO,18.5,6.34,13.5
ID_58109_TG2,131751,BIO,18.8,6.44,13.5
ID_58687_GEN1,135041,BIO,1.6,0.55,13.5
ID_58687_GEN2,135041,BIO,1.6,0.55,13.5
ID_58687_GEN3,135041,BIO,1.6,0.55,13.5
ID_50945_ST1,200071,BIO,1.5,0.51,13.5
ID_10869_GE2,133661,BIO,15.0,5.14,13.5
ID_57015_GEN1,135041,BIO,0.8,0.27,13.5
ID_57015_GEN2,135041,BIO,0.8,0.27,13.5
ID_57015_GEN3,135041,BIO,0.8,0.27,13.5
ID_57015_GEN4,135041,BIO,0.8,0.27,13.5
ID_57015_GEN5,135041,BIO,0.8,0.27,13.5
ID_57015_GEN6,135041,BIO,0.8,0.27,13.5
ID_57015_GEN7,135041,BIO,0.8,0.27,13.5
ID_57015_GEN8,135041,BIO,0.8,0.27,13.5
ID_57019_GEN1,131751,BIO,0.8,0.27,13.5
ID_57019_GEN2,131751,BIO,0.8,0.27,13.5
ID_57019_GEN3,131751,BIO,0.8,0.27,13.5
ID_57019_GEN4,131751,BIO,0.8,0.27,13.5
ID_57019_GEN5,131751,BIO,0.8,0.27,13.5
ID_57019_GEN6,131751,BIO,0.8,0.27,13.5
ID_57457_1,131751,BIO,19.8,6.79,13.5
ID_57911_1,130001,BIO,1.6,0.55,13.5
ID_59704_JCBIO,131751,BIO,1.6,0.55,13.5
ID_58382_GEN1,135041,BIO,1.6,0.55,13.5
ID_58382_GEN2,135041,BIO,1.6,0.55,13.5
ID_58382_GEN3,135041,BIO,1.6,0.55,13.5
ID_58591_GEN1,131751,BIO,1.0,0.34,13.5
ID_57015_GEN10,135041,BIO,1.6,0.55,13.5
ID_57015_GEN11,135041,BIO,1.6,0.55,13.5
ID_57015_GEN12,135041,BIO,1.6,0.55,13.5
ID_57015_GEN9,135041,BIO,1.6,0.55,13.5
ID_60263_GEN1,131751,BIO,0.8,0.27,13.5
ID_60263_GEN2,131751,BIO,0.8,0.27,13.5
ID_6106_1,135041,BIT (Bituminous Coal),642.2,290.02,9.75
ID_8073_1,100331,NG (Natural Gas),68.3,30.17,8.037
ID_8073_2,100331,NG (Natural Gas),68.3,30.17,8.037
ID_8073_3,100331,NG (Natural Gas),68.3,30.17,8.037
ID_8073_4,100331,NG (Natural Gas),68.3,30.17,8.037
ID_8073_5,100331,NG (Natural Gas),68.3,30.17,8.037
ID_8073_6,100331,NG (Natural Gas),68.3,30.17,8.037
ID_8073_7,100331,NG (Natural Gas),176.4,77.92,8.037
ID_7350_1,135041,NG (Natural Gas),185.7,82.02,8.037
ID_7350_2,135041,NG (Natural Gas),80.6,35.6,8.037
ID_54761_GEN1,106001,NG (Natural Gas),106.1,46.86,8.037
ID_54761_GEN2,106001,NG (Natural Gas),204.5,90.33,8.037
ID_54761_GEN3,106001,NG (Natural Gas),106.1,46.86,8.037
ID_54761_GEN4,106001,NG (Natural Gas),204.5,90.33,8.037
ID_55103_CT1,133661,NG (Natural Gas),161.5,71.33,8.037
ID_55103_CT2,133661,NG (Natural Gas),161.5,71.33,8.037
ID_55103_ST1,133661,NG (Natural Gas),178.5,78.84,8.037
ID_55328_CTG1,106001,NG (Natural Gas),212.5,93.86,8.037
ID_55328_CTG2,106001,NG (Natural Gas),212.5,93.86,8.037
ID_55328_STG1,106001,NG (Natural Gas),264.4,116.79,8.037
ID_7931_1,135041,NG (Natural Gas),170.0,75.09,8.037
ID_7931_2,135041,NG (Natural Gas),117.0,51.68,8.037
ID_56227_1,100331,NG (Natural Gas),312.0,137.81,8.037
ID_56227_2,100331,NG (Natural Gas),171.0,75.53,8.037
ID_57653_CTG,131751,NG (Natural Gas),5.5,2.43,8.037
ID_57653_STG,131751,NG (Natural Gas),1.0,0.44,8.037
ID_54950_CTG1,131751,NG (Natural Gas),7.5,3.31,8.037
ID_54950_STG1,131751,NG (Natural Gas),3.5,1.55,8.037
ID_8073_8,100331,NG (Natural Gas),24.5,10.82,8.037
ID_56223_LOKI,100331,NG (Natural Gas),10.9,4.81,8.037
ID_55544_GT1,133661,NG (Natural Gas),29.4,12.99,8.037
ID_55544_GT2,133661,NG (Natural Gas),29.4,12.99,8.037
ID_55544_GT3,133661,NG (Natural Gas),29.4,12.99,8.037
ID_55544_GT4,133661,NG (Natural Gas),29.4,12.99,8.037
ID_58266_1,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_10,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_11,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_12,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_2,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_3,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_4,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_5,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_6,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_7,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_8,100331,NG (Natural Gas),18.8,8.3,8.037
ID_58266_9,100331,NG (Natural Gas),18.8,8.3,8.037
ID_55302_1,500991,BIO,1.6,0.55,13.5
ID_60349_LFGG1,500991,BIO,0.6,0.21,13.5
ID_60349_LFGG2,500991,BIO,0.7,0.24,13.5
ID_56554_Unit1,500991,BIO,0.8,0.27,13.5
ID_56554_Unit2,500991,BIO,0.8,0.27,13.5
ID_56554_Unit3,500991,BIO,1.6,0.55,13.5
ID_60349_LFGG3,500991,BIO,1.0,0.34,13.5
ID_56853_1,500991,BIO,1.6,0.55,13.5
ID_56853_2,500991,BIO,1.6,0.55,13.5
ID_56853_3,500991,BIO,1.6,0.55,13.5
ID_58130_BMBN,500241,BIO,1.6,0.55,13.5
ID_58130_BMBS,500241,BIO,1.6,0.55,13.5
ID_8069_2,500991,BIT (Bituminous Coal),496.0,223.99,9.75
ID_8069_1,500991,BIT (Bituminous Coal),541.3,244.45,9.75
ID_6165_1,500991,BIT (Bituminous Coal),525.0,237.09,9.75
ID_6165_2,500991,BIT (Bituminous Coal),525.0,237.09,9.75
ID_6165_3,500991,BIT (Bituminous Coal),527.2,238.08,9.75
ID_6481_1,500241,BIT (Bituminous Coal),820.0,370.31,9.75
ID_7790_1,600031,BIT (Bituminous Coal),499.5,225.57,9.75
ID_6481_2,500241,BIT (Bituminous Coal),820.0,370.31,9.75
ID_50951_GEN1,503161,BIT (Bituminous Coal),58.1,26.24,9.75
ID_56163_4,500991,BIT (Bituminous Coal),82.0,37.03,9.75
ID_56177_GT1,500991,NG (Natural Gas),65.0,28.71,8.037
ID_56177_ST1,500991,NG (Natural Gas),75.0,33.13,8.037
ID_56102_CT1A,500991,NG (Natural Gas),172.0,75.97,8.037
ID_56102_CT1B,500991,NG (Natural Gas),172.0,75.97,8.037
ID_56102_ST1,500991,NG (Natural Gas),305.0,134.72,8.037
ID_56237_CT01,500991,NG (Natural Gas),203.0,89.67,8.037
ID_56237_CT02,500991,NG (Natural Gas),203.0,89.67,8.037
ID_56237_ST01,500991,NG (Natural Gas),251.0,110.87,8.037
ID_56237_CT21,500991,NG (Natural Gas),206.0,90.99,8.037
ID_56237_CT22,500991,NG (Natural Gas),206.0,90.99,8.037
ID_56237_ST2,500991,NG (Natural Gas),316.0,139.58,8.037
ID_58191_GT1,500071,NG (Natural Gas),16.0,7.07,8.037
ID_58191_GT2,500071,NG (Natural Gas),16.0,7.07,8.037
ID_58191_GT3,500071,NG (Natural Gas),16.0,7.07,8.037
ID_3686_5,500991,NG (Natural Gas),2.5,1.1,8.037
ID_3686_6,500991,NG (Natural Gas),2.5,1.1,8.037
ID_3686_7,500991,NG (Natural Gas),2.5,1.1,8.037
ID_3686_8,500991,NG (Natural Gas),2.5,1.1,8.037
ID_7028_K1,500991,NG (Natural Gas),7.0,3.09,8.037
ID_7028_K2,500991,NG (Natural Gas),7.0,3.09,8.037
ID_10215_1367,500991,NG (Natural Gas),0.6,0.27,8.037
ID_10215_1391,500991,NG (Natural Gas),0.6,0.27,8.037
ID_10215_1392,500991,NG (Natural Gas),0.6,0.27,8.037
ID_7408_861,500991,NG (Natural Gas),2.6,1.15,8.037
ID_7408_862,500991,NG (Natural Gas),2.6,1.15,8.037
ID_50942_2,500991,NG (Natural Gas),1.0,0.44,8.037
ID_50942_3,500991,NG (Natural Gas),1.0,0.44,8.037
ID_7111_NA5,500991,NG (Natural Gas),0.7,0.31,8.037
ID_7408_863,500991,NG (Natural Gas),2.5,1.1,8.037
ID_7408_864,500991,NG (Natural Gas),2.0,0.88,8.037
ID_50942_1,500991,NG (Natural Gas),1.0,0.44,8.037
ID_7028_K3,500991,NG (Natural Gas),7.0,3.09,8.037
ID_3665_1A,500991,NG (Natural Gas),5.2,2.3,8.037
ID_7111_NA6,500991,NG (Natural Gas),0.7,0.31,8.037
ID_8010_1,500991,NG (Natural Gas),14.0,6.18,8.037
ID_8010_2,500991,NG (Natural Gas),14.0,6.18,8.037
ID_55622_U3,500991,NG (Natural Gas),43.4,19.17,8.037
ID_55622_U4,500991,NG (Natural Gas),43.4,19.17,8.037
ID_3648_4,500991,NG (Natural Gas),71.0,31.36,8.037
ID_3648_5,500991,NG (Natural Gas),71.0,31.36,8.037
ID_3648_6,500991,NG (Natural Gas),71.0,31.36,8.037
ID_4251_1,501961,NG (Natural Gas),5.3,2.34,8.037
ID_4251_2,501961,NG (Natural Gas),5.3,2.34,8.037
ID_4251_3,501961,NG (Natural Gas),5.3,2.34,8.037
ID_7028_K4,500991,NG (Natural Gas),5.0,2.21,8.037
ID_7111_NA10,500991,NG (Natural Gas),1.9,0.84,8.037
ID_8010_3,500991,NG (Natural Gas),14.0,6.18,8.037
ID_55622_U1,500991,NG (Natural Gas),43.4,19.17,8.037
ID_55622_U2,500991,NG (Natural Gas),43.4,19.17,8.037
ID_55622_U5,500991,NG (Natural Gas),43.4,19.17,8.037
ID_7111_4,500991,NG (Natural Gas),1.9,0.84,8.037
ID_7111_NA9,500991,NG (Natural Gas),1.9,0.84,8.037
ID_7111_1,500991,NG (Natural Gas),1.4,0.62,8.037
ID_7111_2,500991,NG (Natural Gas),1.4,0.62,8.037
ID_56509_1,500991,NG (Natural Gas),12.5,5.52,8.037
ID_56509_2,500991,NG (Natural Gas),12.5,5.52,8.037
ID_57899_4,500001,NG (Natural Gas),2.0,0.88,8.037
ID_57899_5,500001,NG (Natural Gas),2.0,0.88,8.037
ID_58139_TURBI,501961,NG (Natural Gas),5.0,2.21,8.037
ID_56253_MC1,500001,NG (Natural Gas),40.0,17.67,8.037
ID_57899_6,500001,NG (Natural Gas),2.0,0.88,8.037
ID_57899_7,500001,NG (Natural Gas),2.0,0.88,8.037
ID_57899_8,500001,NG (Natural Gas),2.0,0.88,8.037
ID_59660_9,500001,NG (Natural Gas),2.0,0.88,8.037
ID_58597_CGN1,500991,NG (Natural Gas),7.4,3.27,8.037
ID_59660_3,500001,NG (Natural Gas),2.0,0.88,8.037
ID_59660_4,500001,NG (Natural Gas),2.0,0.88,8.037
ID_56163_RCHP,500991,NG (Natural Gas),6.4,2.83,8.037
ID_56253_MC2,500001,NG (Natural Gas),40.0,17.67,8.037
ID_3665_2A,500991,NG (Natural Gas),12.6,5.57,8.037
ID_3665_3A,500991,NG (Natural Gas),12.6,5.57,8.037
ID_7111_11,500991,NG (Natural Gas),1.9,0.84,8.037
ID_7111_12,500991,NG (Natural Gas),2.3,1.02,8.037
ID_3686_4,500991,NG (Natural Gas),7.5,3.31,8.037
ID_3648_1,500991,NG (Natural Gas),70.5,31.14,8.037
ID_3648_2,500991,NG (Natural Gas),75.0,33.13,8.037
ID_3648_3,500991,NG (Natural Gas),133.6,59.01,8.037
ID_7080_1,500001,OIL,7.0,2.46,9.96
ID_7080_2,500001,OIL,7.0,2.46,9.96
ID_7767_1,500001,OIL,1.7,0.6,9.96
ID_7767_2,500001,OIL,1.7,0.6,9.96
ID_7767_3,500001,OIL,1.7,0.6,9.96
ID_7767_4,500001,OIL,1.7,0.6,9.96
ID_7767_5,500001,OIL,1.7,0.6,9.96
ID_7767_6,500001,OIL,1.7,0.6,9.96
ID_57899_2,500001,OIL,1.7,0.6,9.96
ID_57899_3,500001,OIL,1.7,0.6,9.96
ID_57899_1,500001,OIL,1.7,0.6,9.96
ID_50187_TG1,100351,BIO,5.0,1.71,13.5
ID_50187_TG2,100351,BIO,5.0,1.71,13.5
ID_50187_TG4,100351,BIO,18.0,6.17,13.5
ID_50185_TG1,100221,BIO,7.5,2.57,13.5
ID_50185_TG2,100221,BIO,7.5,2.57,13.5
ID_54562_6,100351,BIO,20.0,6.85,13.5
ID_54562_7,100351,BIO,25.0,8.57,13.5
ID_50187_TG5,100351,BIO,31.4,10.76,13.5
ID_550_1,110161,BIO,50.7,17.37,13.5
ID_50231_TG2,135041,BIO,5.0,1.71,13.5
ID_50544_GEN6,102281,BIO,7.5,2.57,13.5
